platform,backend,variant,device,mode,dataset,n_images,mean_latency_ms,std_latency_ms,fps,mean_f1,mean_iou,avg_predictions,load_time_s
PTL_Xe3,openvino,int8_ptq_gpu,GPU,text,Potatoes,10,1657.8486511483788,22.80025892556072,0.6031913705194426,1.0,0.9114443529833413,8.0,18.930390152148902
PTL_Xe3,openvino,int8_sym,GPU,canvas,Candies,11,1312.1484774164855,39.95141799089056,0.762108875032892,0.9913131313131313,0.8756016258000099,20.272727272727273,5.029209192842245
PTL_Xe3,openvino,int8_sym,GPU,canvas,LED,14,1132.966442632356,20.189810233112567,0.8826386752255264,0.7240220097362954,0.7364432252299887,7.0,5.123037109151483
PTL_Xe3,openvino,int8_sym,GPU,canvas,Nuts,20,1054.8595950007439,17.702459876927634,0.947993462579534,0.8805555555555555,0.8777441556964731,3.1,4.990662183612585
PTL_Xe3,openvino,int8_sym,GPU,canvas,Potatoes,9,1214.4318906486862,125.87687415305479,0.823430286786896,1.0,0.9551948262210672,8.0,4.950676342938095
PTL_Xe3,openvino,int8_sym,GPU,text,Candies,12,1052.2320084273815,11.406799648414637,0.9503607493318463,0.9920370370370369,0.8649728198889512,20.5,4.962032380979508
PTL_Xe3,openvino,int8_sym,GPU,text,LED,15,992.6949847489595,2.1282267831542123,1.0073587711867888,0.0,0.0,0.0,5.011563521344215
PTL_Xe3,openvino,int8_sym,GPU,text,Nuts,21,1152.7427422060143,11.024762080535275,0.8674962447269812,0.7032312925170067,0.9177411531194207,6.428571428571429,4.993663949891925
PTL_Xe3,openvino,int8_sym,GPU,text,Potatoes,10,1066.7402758263052,20.243481261935194,0.9374353089137769,1.0,0.9448751057738776,8.0,6.695025252178311
PTL_Xe3,openvino,int8_w8a16,GPU,canvas,Candies,11,1304.3263500387018,36.51586538626857,0.7666792900184284,0.9913131313131313,0.8756016258000099,20.272727272727273,4.912209489848465
PTL_Xe3,openvino,int8_w8a16,GPU,canvas,LED,14,1128.5212572464454,17.010817653580684,0.8861153421602062,0.7240220097362954,0.7364432252299887,7.0,4.907862226944417
PTL_Xe3,openvino,int8_w8a16,GPU,canvas,Nuts,20,1049.955551396124,17.17306471391537,0.9524212702816817,0.8805555555555555,0.8777441556964731,3.1,4.848654728848487
PTL_Xe3,openvino,int8_w8a16,GPU,canvas,Potatoes,9,1214.1307095169193,115.73331658530482,0.8236345495271115,1.0,0.9551948262210672,8.0,4.8957355339080095
PTL_Xe3,openvino,int8_w8a16,GPU,text,Candies,12,1055.3919085068628,10.530654076874116,0.9475153181861801,0.9920370370370369,0.8649728198889512,20.5,4.593615746125579
PTL_Xe3,openvino,int8_w8a16,GPU,text,LED,15,987.0763577831289,3.282011702344263,1.0130928495196625,0.0,0.0,0.0,4.888031423091888
PTL_Xe3,openvino,int8_w8a16,GPU,text,Nuts,21,1152.6743414412651,7.996812643119121,0.8675477227589136,0.7032312925170067,0.9177411531194207,6.428571428571429,4.73833966627717
PTL_Xe3,openvino,int8_w8a16,GPU,text,Potatoes,10,1074.6256333310157,21.05250503041946,0.9305566226819858,1.0,0.9448751057738776,8.0,11.806433082092553
