platform,backend,variant,device,mode,dataset,n_images,mean_latency_ms,std_latency_ms,fps,mean_f1,mean_iou,avg_predictions,load_time_s
Arc_B60,pytorch,pytorch,xpu,text,LED,15,1932.8847154509276,7.8433544613062045,0.5173614297874498,0.0,0.0,0.0,5.075668707955629
Arc_B60,pytorch,pytorch,xpu,text,Nuts,21,2152.6013654601275,24.66129955543808,0.4645541975609803,0.9729952587095445,0.9713442999437897,3.5238095238095237,4.94967781601008
Arc_B60,pytorch,pytorch,xpu,text,Potatoes,10,1817.137975699734,81.2931309270226,0.5503159437383534,1.0,0.9847724848137502,8.0,8.030915665905923
Arc_B60,pytorch,pytorch,xpu,visual_exemplar,Candies,11,1742.224885246039,114.92951263062324,0.5739787144980304,0.9873737373737373,0.9451752124345528,20.181818181818183,4.961998537997715
Arc_B60,pytorch,pytorch,xpu,visual_exemplar,LED,14,1920.8909332685705,12.059917073592324,0.5205917643113704,0.9777777777777779,0.8502316774567032,4.214285714285714,3.756102440995164
Arc_B60,pytorch,pytorch,xpu,visual_exemplar,Nuts,20,1914.0589524409734,21.479359938104146,0.5224499479102843,0.9761904761904763,0.971426385033628,3.55,3.8431498480495065
Arc_B60,pytorch,pytorch,xpu,visual_exemplar,Potatoes,9,1875.4405693358017,96.76984512076864,0.5332080452723468,1.0,0.9857954602030004,8.0,5.087748273042962
PTL_Xe3,openvino,fp16,GPU,canvas,Candies,11,1243.2747626338494,40.35453137182854,0.804327434332796,0.9913131313131313,0.875139215121149,20.272727272727273,4.074764548335224
PTL_Xe3,openvino,fp16,GPU,canvas,LED,14,1055.827197319429,12.442956715676953,0.9471246834130007,0.7196930054072911,0.7407753852172813,7.071428571428571,4.153732813894749
PTL_Xe3,openvino,fp16,GPU,canvas,Nuts,20,975.8973899530247,17.19551932873771,1.0246978937489888,0.8736111111111111,0.8796452111818498,3.05,4.170914342626929
PTL_Xe3,openvino,fp16,GPU,canvas,Potatoes,9,1149.3210750631988,114.00329141238356,0.8700788854367889,1.0,0.9551253390367622,8.0,3.997855336870998
PTL_Xe3,openvino,fp16,GPU,text,Candies,12,985.0454166686783,15.568102556827004,1.0151816181043678,0.9920370370370369,0.8648589668921615,20.5,3.8531756130978465
PTL_Xe3,openvino,fp16,GPU,text,LED,15,919.611728284508,4.194260871290246,1.0874154485452818,0.0,0.0,0.0,4.958419355098158
PTL_Xe3,openvino,fp16,GPU,text,Nuts,21,1076.1972163537782,10.739711635560136,0.9291977202729264,0.6979402872260014,0.9177631531228346,6.476190476190476,3.85149981174618
PTL_Xe3,openvino,fp16,GPU,text,Potatoes,10,1000.8360866922885,20.358956855772597,0.999164611764698,1.0,0.9448822813568862,8.0,14.48935464862734
PTL_Xe3,openvino,int8_ptq_gpu,GPU,canvas,Candies,11,1889.4095378081229,42.605045802901316,0.5292658790957971,0.9913131313131313,0.7763031345023491,20.272727272727273,6.863964613992721
PTL_Xe3,openvino,int8_ptq_gpu,GPU,canvas,LED,14,1693.5862773098052,11.530718074030952,0.5904629798893154,0.7505938505938506,0.6773813259165482,6.571428571428571,7.097059518098831
PTL_Xe3,openvino,int8_ptq_gpu,GPU,canvas,Nuts,20,1619.8566234204918,15.714148620114637,0.6173385875895598,0.8831349206349207,0.8089993567170947,3.1,6.831086640711874
PTL_Xe3,openvino,int8_ptq_gpu,GPU,canvas,Potatoes,9,1788.5778471827507,114.79565045171105,0.5591034248663729,1.0,0.9181926842151302,8.0,6.857165620662272
PTL_Xe3,openvino,int8_ptq_gpu,GPU,text,Candies,12,1635.9510667389259,16.3861112744169,0.6112652268954359,0.9920370370370369,0.767197714952121,20.5,8.193470916245133
PTL_Xe3,openvino,int8_ptq_gpu,GPU,text,LED,15,1562.312555219978,3.1468295509236643,0.6400767865935745,0.0,0.0,0.0,6.8568759290501475
PTL_Xe3,openvino,int8_ptq_gpu,GPU,text,Nuts,21,1719.7123854642823,6.51204713274876,0.581492584720801,0.6429138321995465,0.8376936786615561,6.333333333333333,6.721394688822329
